Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD
L02482,B,621639.18,1,Real Estate,Italy,Yes,0.05,0.45
L02483,B,167983.94,5,Real Estate,USA,Yes,0.05,0.45
L02484,AA,302344.5,9,Retail,Brazil,No,0.0006,0.75
L02485,BBB,285177.87,8,Retail,USA,Yes,0.005,0.45
L02486,CCC,465070.12,8,Retail,China,Yes,0.2,0.45
L02487,BBB,562627.07,5,Healthcare,France,No,0.005,0.75
L02488,B,935049.93,9,Energy,France,Yes,0.05,0.45
L02489,BBB,345420.32,3,Retail,Italy,No,0.005,0.75
L02490,BBB,344970.35,3,Finance,Brazil,Yes,0.005,0.45
L02491,A,786097.42,1,Finance,China,No,0.002,0.75
L02492,A,513132.04,9,Healthcare,USA,No,0.002,0.75
L02493,BB,833864.13,6,Healthcare,Brazil,Yes,0.018,0.45
L02494,BBB,511122.21,2,Manufacturing,Germany,Yes,0.005,0.45
L02495,BBB,248063.91,8,Transport,UK,No,0.005,0.75
L02496,BBB,227165.89,9,Retail,USA,Yes,0.005,0.45
L02497,BBB,203667.47,9,Finance,Brazil,Yes,0.005,0.45
L02498,B,616014.58,2,Healthcare,Germany,No,0.05,0.75
L02499,CCC,801546.62,2,Finance,Germany,No,0.2,0.75
L02500,BBB,1115352.52,7,Finance,China,No,0.005,0.75
